2010 Population,% Foreign Born,Median Household Income,Below Poverty Level,% Black-owned Firms,% Asian-owned Firms,% Hispanic-owned Firms,% Women-owned Firms,Retail Sales per Capita,Land Area (Square Miles),Population per Square Mile,% Person under 5 years,% Persons under 18 years,% Persons 65 and older,% Female Persons,% White,% Black African,% Asian,% Hispanic,"('Votes', ' No Preference')","('Votes', ' Uncommitted')","('Votes', 'Ben Carson')","('Votes', 'Bernie Sanders')","('Votes', 'Carly Fiorina')","('Votes', 'Chris Christie')","('Votes', 'Donald Trump')","('Votes', 'Hillary Clinton')","('Votes', 'Jeb Bush')","('Votes', 'John Kasich')","('Votes', 'Marco Rubio')","('Votes', ""Martin O'Malley"")","('Votes', 'Mike Huckabee')","('Votes', 'Rand Paul')","('Votes', 'Rick Santorum')","('Votes', 'Ted Cruz')"
35625,6.8,41425,19.1,0.0,0.0,0.0,19.1,14167,431.83,82.5,6.0,22.4,17.0,50.6,94.4,2.2,0.9,10.0,0,0,127,667,10,21,592,817,24,9,242,7,103,50,2,489
46225,1.2,62535,7.3,0.0,0.0,0.0,26.0,7415,569.83,81.1,6.0,25.2,14.9,50.8,97.2,0.7,0.6,2.5,0,0,374,953,37,65,982,1217,95,44,784,29,76,197,33,1120
21704,2.7,54554,9.8,0.0,0.0,0.0,15.9,9221,568.84,38.2,6.6,24.8,18.5,50.8,96.9,0.9,0.5,5.6,0,0,194,415,30,9,329,484,63,13,222,0,23,104,15,542
6403,0.8,40024,12.4,0.0,0.0,0.0,0.0,7824,525.44,12.2,7.0,24.2,22.3,51.6,97.6,0.7,0.4,1.7,0,0,36,70,5,1,114,130,9,7,57,0,15,3,1,171
38013,2.2,41624,15.8,0.0,0.0,0.0,0.0,15022,715.62,53.1,5.8,21.4,17.2,48.2,92.7,4.2,0.9,4.3,0,0,120,720,17,79,435,866,44,28,286,13,76,62,12,432
10866,3.2,45603,11.4,0.0,0.0,0.0,14.3,10672,400.49,27.1,5.2,21.4,20.4,51.4,96.0,1.4,1.0,3.9,0,0,91,230,7,10,115,170,24,2,128,0,27,22,4,187
21056,2.1,53122,8.4,0.0,0.0,0.0,25.6,13909,689.87,30.5,4.3,18.9,18.1,50.5,97.0,0.8,1.2,2.1,0,0,151,616,27,9,274,484,26,30,208,0,23,40,3,251
102172,8.3,45856,15.7,0.9,0.9,2.0,25.8,14913,872.83,117.1,7.3,26.0,13.8,50.5,88.9,2.8,2.7,15.2,0,0,394,1920,114,69,1600,1665,85,44,1065,15,23,141,153,1367
7598,1.1,50476,11.5,0.0,0.0,0.0,28.2,3759,400.12,19.0,5.1,21.7,19.8,50.2,97.3,0.9,0.5,2.7,0,0,25,218,11,6,113,181,9,5,55,0,18,14,4,115
13229,4.5,45205,11.0,0.0,0.0,0.0,20.1,7681,580.42,22.8,5.7,23.1,21.3,49.6,97.2,0.8,0.4,10.2,0,0,58,226,4,10,129,273,16,6,124,0,15,7,3,190
18656,0.9,32524,19.1,0.0,0.0,0.0,17.6,7655,405.28,46.0,5.5,21.0,16.4,50.6,95.1,3.0,0.3,1.9,0,0,0,410,0,0,1512,466,0,190,246,0,0,0,0,631
19956,1.4,40008,18.6,0.0,0.0,0.0,25.6,5945,344.34,58.0,6.2,23.9,16.1,50.6,97.1,1.1,0.3,1.9,0,0,0,440,0,0,640,427,0,138,161,0,0,0,0,524
21421,1.4,52646,11.3,0.0,0.0,0.0,30.4,8002,201.83,106.1,5.7,23.9,14.2,51.1,95.6,2.2,0.6,1.5,0,0,0,1649,0,0,560,1132,0,204,257,0,0,0,0,592
8249,1.0,44588,14.4,0.0,0.0,0.0,30.7,6485,246.66,33.4,5.2,21.9,19.5,50.7,94.3,3.1,0.3,1.3,0,0,0,659,0,0,94,405,0,25,29,0,0,0,0,164
42173,1.6,38873,20.8,0.0,0.0,1.0,24.2,13464,487.54,86.5,6.2,23.7,16.8,51.5,93.2,4.2,0.7,3.0,0,0,0,2653,0,0,848,1979,0,288,326,0,0,0,0,800
11591,0.8,30797,28.0,0.0,0.0,0.0,0.0,4474,278.79,41.6,6.6,25.3,16.0,50.5,96.8,1.5,0.2,1.3,0,0,0,641,0,0,119,628,0,41,23,0,0,0,0,109
28691,0.3,26228,33.5,0.0,3.7,0.0,29.4,12915,359.0,79.9,6.4,21.6,17.3,51.3,95.2,2.4,0.4,1.0,0,0,0,578,0,0,692,567,0,125,151,0,0,0,0,287
118811,4.5,67225,9.0,1.9,2.0,0.5,27.3,21623,246.36,482.3,7.2,27.3,11.2,50.4,92.0,3.2,2.7,4.0,0,0,0,2496,0,0,2027,2932,0,1428,919,0,0,0,0,2353
19985,5.2,40933,17.2,0.0,0.0,0.0,25.0,8939,289.72,69.0,5.7,22.7,17.5,51.2,91.2,6.3,0.4,6.9,0,0,0,1087,0,0,253,1109,0,147,129,0,0,0,0,257
49542,1.2,40379,19.9,0.6,1.7,0.0,19.8,19244,159.86,309.9,5.8,21.2,17.9,50.3,94.7,3.1,0.5,1.6,0,0,0,2262,0,0,674,2193,0,381,213,0,0,0,0,652
28432,2.5,41473,18.3,1.7,0.0,0.0,25.2,14875,180.17,157.8,5.2,20.3,17.6,50.0,88.9,7.8,0.9,3.0,0,0,0,1451,0,0,560,1648,0,331,344,0,0,0,0,480
8488,0.9,39196,16.8,0.0,0.0,0.0,25.5,3007,205.61,41.3,6.4,24.3,15.4,50.2,97.7,0.7,0.1,1.6,0,0,0,424,0,0,73,251,0,47,25,0,0,0,0,117
13878,0.7,24045,32.5,0.0,0.0,0.0,0.0,6652,492.41,28.2,5.8,21.1,15.4,50.0,97.9,0.5,0.7,0.8,0,0,0,1716,0,0,52,1123,0,6,16,0,0,0,0,81
20059,0.4,38907,19.6,0.0,0.0,0.0,23.2,5968,567.17,35.4,5.6,22.9,17.6,50.0,95.8,2.2,0.3,1.3,0,0,0,875,0,0,489,877,0,143,192,0,0,0,0,411
74319,0.9,54836,10.2,0.9,0.0,0.0,23.6,6788,297.02,250.2,5.2,23.1,13.6,50.5,96.7,1.1,0.6,1.7,0,0,0,3210,0,0,1770,2907,0,357,594,0,0,0,0,1631
12690,1.7,35430,25.1,0.0,0.0,0.0,23.4,4362,426.09,29.8,5.8,22.8,17.5,50.6,97.5,0.7,0.3,4.0,0,0,0,196,0,0,564,238,0,152,208,0,0,0,0,339
12984,0.4,37127,21.4,0.0,0.0,0.0,0.0,11848,344.79,37.7,5.9,22.3,19.3,51.6,92.4,5.5,0.3,1.5,0,0,0,866,0,0,212,570,0,63,70,0,0,0,0,196
37191,4.2,39677,20.1,0.0,0.0,0.0,25.1,12578,385.02,96.6,5.1,18.1,15.9,51.9,91.7,4.1,2.3,2.6,0,0,0,2239,0,0,438,1460,0,264,284,0,0,0,0,607
90336,2.1,54306,13.0,0.0,0.0,0.0,21.6,11120,151.31,597.0,6.1,22.0,13.8,50.9,93.9,3.1,1.0,1.8,0,0,0,3133,0,0,1025,3169,0,946,548,0,0,0,0,1145
5104,0.6,39049,16.2,0.0,0.0,0.0,0.0,4614,189.43,26.9,5.7,22.2,19.9,51.2,96.1,1.5,0.3,2.4,0,0,0,462,0,0,44,206,0,6,27,0,0,0,0,124
10811,4.6,40160,29.9,0.0,0.0,0.0,0.0,17403,128.57,84.1,7.9,25.6,14.7,50.0,95.4,1.9,0.5,7.0,0,0,0,573,0,0,88,481,0,28,19,0,0,0,0,102
27720,0.4,36406,20.3,0.0,0.0,0.0,0.0,9831,409.5,67.7,6.1,22.6,16.5,50.7,97.9,0.7,0.2,1.2,0,0,0,1051,0,0,517,800,0,220,140,0,0,0,0,393
15955,1.2,29934,26.8,0.0,0.0,0.0,22.2,4408,444.23,35.9,6.5,22.6,18.8,51.3,97.6,0.7,0.3,2.9,0,0,0,182,0,0,1029,210,0,190,175,0,0,0,0,508
73955,3.2,38904,20.5,7.2,3.7,2.2,27.4,11565,717.5,103.1,9.8,27.7,11.1,47.3,73.0,21.1,1.6,7.6,0,0,0,1936,0,0,632,2437,0,185,321,0,0,0,0,720
35613,1.1,45853,15.4,0.0,2.2,0.0,25.4,12951,252.46,141.1,5.8,22.8,16.3,51.5,92.8,5.1,0.5,2.8,0,0,0,1888,0,0,797,1810,0,274,344,0,0,0,0,725
21730,0.7,21883,37.7,0.0,0.0,0.0,20.3,5858,469.25,46.3,6.2,21.1,13.5,47.0,94.4,4.3,0.2,2.0,0,0,0,158,0,0,887,184,0,106,146,0,0,0,0,355
10272,1.3,27100,24.4,0.0,0.0,0.0,21.7,5838,197.25,52.1,5.6,22.8,18.2,50.3,97.2,0.6,0.2,2.8,0,0,0,93,0,0,771,151,0,106,176,0,0,0,0,365
9315,0.6,34261,20.8,0.0,0.0,0.0,0.0,5873,359.95,25.9,5.7,22.7,19.3,49.5,97.4,1.0,0.2,0.9,0,0,0,344,0,0,314,240,0,71,112,0,0,0,0,272
6856,0.5,31593,23.6,0.0,0.0,0.0,0.0,6484,305.18,22.5,5.6,21.4,20.7,51.2,95.5,2.8,0.2,1.1,0,0,0,87,0,0,460,78,0,87,173,0,0,0,0,246
96656,1.9,46555,15.2,2.6,2.6,0.0,23.0,13652,458.35,210.9,6.6,24.3,16.0,51.5,91.9,5.0,0.9,2.8,0,0,0,5188,0,0,1191,5066,0,674,1050,0,0,0,0,1739
12161,1.6,37646,16.1,0.0,0.0,0.0,0.0,2723,302.88,40.2,4.6,19.4,19.3,49.8,96.7,1.8,0.2,1.0,0,0,0,262,0,0,531,275,0,91,150,0,0,0,0,210
7852,0.2,24246,31.8,0.0,0.0,0.0,13.6,1489,234.32,33.5,4.4,18.8,18.3,43.5,95.4,3.5,0.2,1.0,0,0,0,443,0,0,17,301,0,4,3,0,0,0,0,15
14672,0.2,29184,27.2,0.0,0.0,0.0,37.4,5655,253.08,58.0,5.4,21.9,17.1,50.7,98.6,0.3,0.1,0.9,0,0,0,440,0,0,313,446,0,40,88,0,0,0,0,159
295803,8.9,48398,18.9,0.0,2.6,2.4,27.2,16635,283.65,1042.8,6.2,21.1,11.7,50.9,78.3,15.0,3.8,6.9,0,0,0,17048,0,0,3727,20014,0,3266,3320,0,0,0,0,4330
14348,0.2,32495,22.2,0.0,0.0,0.0,0.0,8768,348.54,41.2,6.9,24.3,16.2,50.8,97.0,1.6,0.2,1.3,0,0,0,806,0,0,329,627,0,104,81,0,0,0,0,244
39451,0.5,30476,28.9,0.0,0.0,0.0,24.7,9596,393.35,100.3,6.6,22.0,16.0,51.2,97.9,1.0,0.2,0.7,0,0,0,4010,0,0,278,2327,0,65,72,0,0,0,0,147
49285,3.3,46071,16.6,2.9,1.6,0.0,0.0,12816,207.75,237.2,5.5,20.9,16.3,51.8,84.5,11.1,1.8,3.0,0,0,0,5398,0,0,582,5218,0,331,422,0,0,0,0,699
6813,0.7,33582,22.2,0.0,0.0,0.0,21.5,7608,205.5,33.2,6.4,21.0,19.4,50.6,72.4,24.3,0.8,1.5,0,0,0,245,0,0,66,315,0,20,14,0,0,0,0,56
8589,4.8,43793,20.7,0.0,0.0,0.0,0.0,4619,101.23,84.8,6.5,25.6,12.3,49.5,95.8,1.8,0.5,5.1,0,0,0,340,0,0,121,260,0,60,25,0,0,0,0,82
16912,1.7,44652,19.1,0.0,0.0,0.0,30.3,2331,230.08,73.5,5.1,22.1,16.4,50.8,96.2,2.2,0.3,2.3,0,0,0,387,0,0,581,434,0,128,178,0,0,0,0,457
24662,1.4,46159,18.0,0.0,0.0,0.0,21.0,11333,257.97,95.6,7.0,27.3,12.6,50.1,96.8,1.0,0.5,2.5,0,0,0,715,0,0,488,594,0,197,127,0,0,0,0,450
37121,4.1,38394,18.6,0.0,0.0,0.0,19.5,9119,551.74,67.3,6.5,24.4,17.2,50.9,92.5,4.7,0.5,6.0,0,0,0,2631,0,0,407,1631,0,105,152,0,0,0,0,671
25746,0.4,32399,23.3,0.0,0.0,0.0,0.0,9281,496.7,51.8,6.3,23.8,16.2,49.7,97.2,1.2,0.3,1.4,0,0,0,630,0,0,749,705,0,214,358,0,0,0,0,525
11258,1.1,34406,21.9,0.0,0.0,0.0,18.9,5592,286.03,39.4,5.0,20.9,19.6,50.5,95.9,2.2,0.2,1.4,0,0,0,360,0,0,655,284,0,124,204,0,0,0,0,333
36910,0.8,44060,17.9,0.0,0.0,0.0,28.4,9483,344.4,107.2,5.4,21.9,19.1,51.5,97.1,1.0,0.5,1.1,0,0,0,1655,0,0,548,1517,0,245,131,0,0,0,0,550
8565,0.9,51189,14.2,0.0,0.0,0.0,0.0,3266,187.65,45.6,6.4,25.5,16.1,48.8,97.1,1.3,0.3,1.4,0,0,0,573,0,0,139,491,0,64,89,0,0,0,0,201
105543,4.5,48687,15.8,5.2,3.5,0.0,24.1,14781,623.28,169.3,6.8,25.1,12.3,50.1,80.7,12.8,2.2,5.7,0,0,0,4208,0,0,1678,4359,0,620,889,0,0,0,0,1616
29278,0.4,25906,31.3,0.0,0.0,0.0,24.2,6793,465.83,62.9,7.0,22.7,16.3,51.3,95.8,2.3,0.3,0.8,0,0,0,1092,0,0,189,451,0,4,99,0,0,0,0,146
18846,1.9,36048,23.1,0.0,0.0,0.0,22.1,7912,306.36,61.5,5.8,23.3,16.5,51.0,95.7,2.3,0.3,2.1,0,0,0,1059,0,0,265,886,0,85,96,0,0,0,0,250
18199,0.7,33408,26.6,0.0,0.0,0.0,0.0,5074,412.09,44.2,6.1,24.4,16.2,50.6,93.3,4.8,0.3,1.7,0,0,0,1062,0,0,355,817,0,60,92,0,0,0,0,253
46250,1.3,41940,17.7,0.0,1.9,0.0,22.1,14659,436.67,105.9,6.3,23.4,15.7,51.5,89.4,7.9,0.5,2.3,0,0,0,2850,0,0,354,2887,0,194,174,0,0,0,0,562
15416,1.5,46016,17.1,0.0,0.0,0.0,20.2,9689,286.28,53.9,5.8,23.9,16.0,50.6,94.6,2.9,0.3,3.2,0,0,0,958,0,0,305,781,0,65,101,0,0,0,0,291
4902,1.6,34029,18.3,0.0,0.0,0.0,0.0,13345,242.27,20.2,4.1,19.8,23.6,52.6,88.7,9.2,0.4,1.2,0,0,0,300,0,0,88,209,0,24,24,0,0,0,0,198
46920,1.2,40891,18.8,1.9,0.0,0.0,0.0,12118,542.0,86.6,5.9,22.8,17.1,51.2,90.4,6.7,0.6,1.8,0,0,0,2696,0,0,574,1690,0,178,301,0,0,0,0,562
13494,0.4,26156,34.2,0.0,0.0,0.0,0.0,3370,345.2,39.1,5.7,22.3,15.6,50.0,98.7,0.3,0.1,0.7,0,0,0,128,0,0,582,78,0,85,91,0,0,0,0,356
741096,6.5,46959,16.7,8.5,2.6,1.9,26.9,14053,380.42,1948.1,6.5,22.7,14.5,51.8,73.4,21.5,2.5,4.8,0,0,0,45048,0,0,10211,64090,0,5553,7960,0,0,0,0,9690
48586,3.1,49024,16.9,1.6,0.0,0.0,27.0,16060,172.12,282.3,6.7,24.8,13.4,51.4,93.1,3.5,1.2,2.9,0,0,0,2113,0,0,1074,1875,0,587,734,0,0,0,0,1566
23356,0.5,34090,24.3,0.0,0.0,0.0,0.0,14646,261.95,89.2,6.5,22.6,16.1,50.8,98.0,0.5,0.4,0.7,0,0,0,749,0,0,1075,444,0,257,230,0,0,0,0,400
159720,2.5,54270,13.7,2.5,1.3,0.9,24.6,8046,160.25,996.7,7.1,24.5,12.7,50.6,91.5,4.9,1.2,2.9,0,0,0,4880,0,0,1997,5146,0,1741,1095,0,0,0,0,2475
16346,0.1,33889,23.1,0.0,0.0,0.0,31.3,2782,351.52,46.5,5.7,20.4,15.8,50.3,98.1,0.9,0.1,0.8,0,0,0,1114,0,0,37,583,0,10,12,0,0,0,0,30
31883,1.0,24038,34.7,0.0,1.6,0.0,30.3,9870,386.3,82.5,6.7,23.8,16.9,51.5,97.0,1.3,0.3,1.1,0,0,0,504,0,0,1285,520,0,220,262,0,0,0,0,542
14193,1.1,39753,16.9,0.0,0.0,0.0,0.0,3621,261.52,54.3,5.3,22.4,17.0,50.5,94.6,3.2,0.2,3.1,0,0,0,910,0,0,264,612,0,76,110,0,0,0,0,275
58849,1.2,36570,21.8,0.0,0.7,0.0,25.0,15970,433.95,135.6,6.1,23.6,15.0,51.0,97.1,0.8,0.6,1.4,0,0,0,791,0,0,2313,845,0,601,656,0,0,0,0,1283
15860,0.6,33525,27.0,0.0,0.0,0.0,0.0,7568,415.6,38.2,6.5,23.1,15.9,50.1,98.3,0.4,0.2,0.7,0,0,0,659,0,0,484,444,0,134,86,0,0,0,0,242
7887,0.8,22920,37.2,0.0,0.0,0.0,21.2,7891,208.86,37.8,4.8,19.0,15.0,44.6,95.9,2.6,0.1,1.1,0,0,0,224,0,0,273,199,0,46,50,0,0,0,0,123
11310,0.2,29293,22.6,0.0,0.0,0.0,0.0,5072,400.84,28.2,6.4,21.6,16.2,50.5,98.5,0.3,0.2,0.4,0,0,0,77,0,0,503,64,0,116,134,0,0,0,0,267
24519,0.4,31200,25.3,0.0,0.0,0.0,21.9,5176,337.91,72.6,5.9,21.6,16.7,50.6,98.5,0.6,0.2,0.7,0,0,0,1788,0,0,410,838,0,84,66,0,0,0,0,141
13870,0.1,28388,29.1,0.0,0.0,0.0,10.2,4074,482.84,28.7,6.3,22.9,16.6,50.2,98.6,0.4,0.1,0.7,0,0,0,151,0,0,522,211,0,194,148,0,0,0,0,298
24742,0.3,33651,25.4,0.0,0.0,0.0,0.0,5053,334.1,74.1,6.2,23.7,16.7,51.0,95.8,2.4,0.2,1.5,0,0,0,742,0,0,486,779,0,119,188,0,0,0,0,453
9519,0.8,40313,16.9,0.0,0.0,0.0,0.0,3103,313.13,30.4,5.6,20.5,19.9,50.9,97.3,0.6,0.5,1.5,0,0,0,610,0,0,118,400,0,21,29,0,0,0,0,142
26835,1.5,36590,21.2,0.0,1.2,0.0,23.0,8497,552.13,48.6,6.4,24.2,17.2,51.1,90.7,6.7,0.3,2.8,0,0,0,1131,0,0,280,1077,0,84,136,0,0,0,0,337
8314,0.6,40112,16.8,0.0,0.0,0.0,0.0,7316,213.84,38.9,4.0,15.3,23.4,44.4,92.5,5.7,0.3,1.6,0,0,0,561,0,0,151,497,0,66,69,0,0,0,0,144
65565,2.0,44898,16.2,0.0,1.2,0.0,23.2,24179,248.74,263.6,5.9,21.9,18.2,51.9,85.6,10.9,1.0,2.4,0,0,0,3541,0,0,1022,3334,0,440,507,0,0,0,0,1525
18306,0.8,20972,30.3,0.0,0.0,0.0,0.0,4639,426.8,42.9,6.3,22.2,14.0,45.6,91.7,5.8,0.2,2.4,0,0,0,203,0,0,725,169,0,111,132,0,0,0,0,345
9531,0.8,38833,18.8,0.0,0.0,0.0,0.0,4949,252.47,37.8,6.5,23.7,18.6,50.2,97.7,0.9,0.2,1.3,0,0,0,628,0,0,170,477,0,63,61,0,0,0,0,179
82916,2.1,42312,21.4,0.0,1.3,0.0,27.2,12008,437.29,189.6,5.7,21.1,12.7,51.5,91.9,4.7,1.1,2.3,0,0,0,4385,0,0,1625,3441,0,712,752,0,0,0,0,1637
13333,0.2,26877,28.6,0.0,0.0,0.0,0.0,4022,308.44,43.2,5.6,22.9,14.8,49.8,98.6,0.3,0.1,0.8,0,0,0,626,0,0,300,511,0,40,75,0,0,0,0,101
19820,1.9,38719,17.0,0.0,0.0,0.0,8.5,7093,343.01,57.8,6.2,23.7,14.8,48.2,89.0,8.4,0.9,2.4,0,0,0,983,0,0,175,1162,0,60,61,0,0,0,0,118
31448,1.1,43907,11.6,0.0,0.0,0.0,0.0,11065,301.25,104.4,5.1,20.1,21.1,51.1,98.1,0.4,0.4,1.4,0,0,0,2308,0,0,503,1577,0,140,223,0,0,0,0,725
12929,0.9,26261,35.1,0.0,0.0,0.0,0.0,8149,229.61,56.3,5.4,20.6,13.3,44.2,91.6,7.2,0.2,3.2,0,0,0,191,0,0,586,104,0,93,87,0,0,0,0,200
17490,0.6,41137,19.3,0.0,0.0,0.0,36.5,20831,240.13,72.8,6.5,23.6,16.8,51.6,90.7,6.6,0.6,1.5,0,0,0,775,0,0,237,727,0,158,78,0,0,0,0,198
28602,1.7,46756,16.9,0.0,0.0,0.0,24.9,6274,305.42,93.6,5.7,24.5,12.3,49.9,91.8,3.9,1.0,4.3,0,0,0,1541,0,0,618,1312,0,140,175,0,0,0,0,413
6306,0.7,29108,27.5,0.0,0.0,0.0,0.0,3631,203.59,31.0,5.3,20.4,18.2,49.5,95.6,2.8,0.2,1.0,0,0,0,323,0,0,96,311,0,29,18,0,0,0,0,63
21331,1.4,45396,16.8,0.0,0.0,0.0,0.0,7219,248.8,85.7,6.0,22.1,18.1,51.0,93.3,3.9,0.5,2.5,0,0,0,1331,0,0,488,988,0,170,175,0,0,0,0,527
10099,0.6,31750,20.0,0.0,0.0,0.0,32.2,5711,289.65,34.9,6.7,23.6,17.6,50.3,96.7,1.9,0.2,1.6,0,0,0,582,0,0,310,506,0,80,93,0,0,0,0,222
10963,1.9,29808,25.2,0.0,0.0,0.0,33.8,8582,329.37,33.3,5.8,22.4,18.4,50.2,96.4,2.3,0.1,3.1,0,0,0,109,0,0,805,126,0,105,139,0,0,0,0,293
26499,0.9,37312,25.0,0.0,0.0,0.0,24.1,14128,197.37,134.3,6.8,24.2,14.8,51.3,95.2,3.0,0.4,2.6,0,0,0,1322,0,0,447,1289,0,141,134,0,0,0,0,408
13923,0.9,30658,28.9,0.0,0.0,0.0,0.0,6175,381.13,36.5,4.6,18.8,14.6,43.8,94.2,4.3,0.4,0.8,0,0,0,988,0,0,70,544,0,17,10,0,0,0,0,67
31499,0.7,38105,20.4,0.0,0.0,0.0,16.9,8444,467.08,67.4,5.3,20.9,17.8,49.2,93.4,5.0,0.3,1.4,0,0,0,1632,0,0,338,1544,0,108,131,0,0,0,0,314
43437,1.3,43833,18.2,1.3,0.0,0.0,15.7,9951,417.51,104.0,6.7,25.0,13.5,50.8,92.3,5.3,0.6,2.1,0,0,0,2345,0,0,646,2395,0,202,323,0,0,0,0,650
7135,0.6,43081,16.0,0.0,0.0,0.0,0.0,3956,195.17,36.6,5.7,22.7,17.2,50.7,98.2,0.7,0.3,2.1,0,0,0,420,0,0,59,353,0,21,19,0,0,0,0,44
23842,1.8,40830,19.7,0.0,0.0,0.0,34.3,6066,587.27,40.6,6.4,24.5,16.9,50.1,97.4,1.0,0.3,3.3,0,0,0,943,0,0,663,778,0,242,220,0,0,0,0,495
60316,3.7,83391,6.8,1.5,1.3,0.0,32.0,6621,187.22,322.2,4.6,26.2,11.7,47.5,91.8,4.4,1.6,3.8,0,0,0,2315,0,0,1715,2730,0,1044,1394,0,0,0,0,2011
10841,1.0,41009,16.2,0.0,0.0,0.0,0.0,3805,351.1,30.9,4.9,23.2,16.6,50.1,97.5,1.0,0.2,2.4,0,0,0,720,0,0,179,453,0,62,56,0,0,0,0,198
4755,0.3,19986,37.7,0.0,0.0,0.0,0.0,3625,197.41,24.1,5.7,21.0,17.8,51.2,98.4,0.5,0.1,1.0,0,0,0,91,0,0,168,77,0,12,24,0,0,0,0,58
14877,0.1,45480,15.6,0.0,0.0,0.0,19.2,3152,277.16,53.7,5.7,22.5,14.5,49.6,97.9,0.6,0.2,1.2,0,0,0,546,0,0,271,388,0,129,47,0,0,0,0,264
28712,0.6,33528,25.3,0.0,0.0,0.0,17.5,15886,339.67,84.5,6.6,21.5,15.4,50.5,96.4,1.7,0.5,0.8,0,0,0,1666,0,0,421,839,0,83,91,0,0,0,0,247
65024,0.7,32961,23.4,0.0,0.0,0.0,30.7,13658,786.83,82.6,5.7,21.0,15.9,51.0,97.8,0.8,0.6,0.8,0,0,0,4848,0,0,840,2335,0,152,204,0,0,0,0,360
12613,0.8,26839,31.7,0.0,0.0,0.0,0.0,6967,178.98,70.5,6.9,23.8,14.4,50.4,98.0,0.8,0.2,1.3,0,0,0,744,0,0,259,623,0,64,41,0,0,0,0,124
63063,1.3,34092,23.3,0.9,1.4,0.5,22.0,14753,658.41,95.8,5.7,22.7,17.7,51.2,96.7,1.3,0.5,2.4,0,0,0,1148,0,0,2821,1169,0,847,782,0,0,0,0,2172
2282,0.4,31786,22.8,0.0,0.0,0.0,0.0,733,99.91,22.8,3.4,19.8,22.0,48.0,98.3,0.3,0.1,1.0,0,0,0,177,0,0,35,95,0,6,5,0,0,0,0,8
17056,0.1,30674,25.5,0.0,0.0,0.0,0.0,4323,316.55,53.9,5.5,22.0,16.6,51.0,98.3,0.4,0.1,0.8,0,0,0,254,0,0,743,238,0,164,235,0,0,0,0,481
23333,1.0,35236,28.6,0.0,0.0,0.0,18.0,12039,279.8,83.4,5.6,19.3,13.4,51.3,96.0,1.9,0.8,1.5,0,0,0,1363,0,0,317,1170,0,134,116,0,0,0,0,318
17565,2.0,29721,27.3,0.0,0.0,0.0,16.5,10563,253.66,69.2,6.3,22.4,18.9,51.1,97.4,0.7,0.4,3.6,0,0,0,332,0,0,1106,343,0,212,284,0,0,0,0,643
47173,2.9,61893,12.4,0.0,0.0,0.0,30.9,12283,281.77,167.4,6.8,25.8,10.7,50.8,90.9,5.8,1.1,4.2,0,0,0,2394,0,0,912,2505,0,483,491,0,0,0,0,1061
42074,6.5,57298,12.4,1.4,1.1,1.1,24.0,12279,379.64,110.8,7.1,24.1,14.0,51.5,88.6,7.7,1.0,8.7,0,0,0,2044,0,0,1022,2195,0,456,632,0,0,0,0,1138
17327,1.5,39546,20.3,0.0,1.7,0.0,21.7,24342,234.2,74.0,6.3,24.1,15.8,51.1,87.0,9.7,1.0,2.0,0,0,0,695,0,0,203,708,0,66,84,0,0,0,0,245
17061,1.2,65209,7.7,0.0,0.0,0.0,0.0,4029,186.68,91.4,5.2,23.8,12.4,49.6,96.2,1.8,0.4,1.8,0,0,0,806,0,0,592,673,0,155,246,0,0,0,0,663
24512,1.4,36384,21.7,0.0,0.0,0.0,23.9,15436,266.33,92.0,6.3,22.1,17.3,51.5,92.0,5.2,0.8,2.2,0,0,0,844,0,0,890,949,0,302,332,0,0,0,0,681
12460,2.1,41541,20.5,0.0,0.0,0.0,0.0,4878,374.5,33.3,7.3,27.2,15.6,50.3,89.6,8.5,0.2,4.1,0,0,0,507,0,0,109,333,0,24,33,0,0,0,0,98
14339,1.2,45629,16.1,0.0,0.0,0.0,12.2,5317,441.43,32.5,5.3,21.7,21.2,51.1,89.6,7.7,0.4,1.7,0,0,0,715,0,0,376,604,0,90,147,0,0,0,0,308
8809,1.3,49718,17.2,0.0,0.0,0.0,24.7,3564,151.65,58.1,5.6,23.7,15.6,49.5,96.2,1.5,0.5,3.5,0,0,0,542,0,0,73,415,0,22,16,0,0,0,0,94
15007,0.7,39125,25.7,2.8,0.0,0.0,21.9,9585,342.85,43.8,5.3,20.1,15.0,48.1,84.3,13.1,0.7,1.8,0,0,0,1106,0,0,92,672,0,19,32,0,0,0,0,94
113792,7.6,44135,19.1,3.9,1.6,0.8,22.2,16186,541.6,210.1,6.3,22.5,12.0,51.1,84.7,9.4,3.2,5.1,0,0,0,5365,0,0,1495,4829,0,987,1063,0,0,0,0,1855
11717,1.8,40845,14.2,0.0,0.0,0.0,0.0,5490,297.27,39.4,6.0,23.0,17.2,51.2,91.6,6.3,0.5,3.8,0,0,0,582,0,0,201,601,0,56,115,0,0,0,0,209
20813,1.2,29497,24.3,0.0,0.0,0.0,18.6,7412,458.17,45.4,5.5,21.5,18.1,50.5,96.3,1.8,0.4,2.7,0,0,0,356,0,0,805,502,0,231,168,0,0,0,0,438
13621,2.3,41415,14.8,0.0,0.0,0.0,27.0,4858,331.94,41.0,6.6,23.0,16.4,50.0,93.1,4.3,0.4,4.7,0,0,0,1169,0,0,72,693,0,18,28,0,0,0,0,116
