2010 Population,% Foreign Born,Median Household Income,Below Poverty Level,% Black-owned Firms,% Asian-owned Firms,% Hispanic-owned Firms,% Women-owned Firms,Retail Sales per Capita,Land Area (Square Miles),Population per Square Mile,% Person under 5 years,% Persons under 18 years,% Persons 65 and older,% Female Persons,% White,% Black African,% Asian,% Hispanic,"('Votes', ' No Preference')","('Votes', ' Uncommitted')","('Votes', 'Ben Carson')","('Votes', 'Bernie Sanders')","('Votes', 'Carly Fiorina')","('Votes', 'Chris Christie')","('Votes', 'Donald Trump')","('Votes', 'Hillary Clinton')","('Votes', 'Jeb Bush')","('Votes', 'John Kasich')","('Votes', 'Marco Rubio')","('Votes', ""Martin O'Malley"")","('Votes', 'Mike Huckabee')","('Votes', 'Rand Paul')","('Votes', 'Rick Santorum')","('Votes', 'Ted Cruz')"
4936,7.3,44213,13.1,0.0,0.0,0.0,0.0,14123,748.26,6.6,4.9,22.4,25.2,51.0,96.5,1.1,0.2,17.3,0,0,80,41,0,0,444,50,0,40,138,0,0,0,0,633
9403,6.4,42045,11.7,0.0,0.0,0.0,0.0,6003,911.09,10.3,5.3,20.0,13.8,39.9,84.1,11.9,0.7,39.2,0,0,54,31,0,0,344,109,0,32,124,0,0,0,0,625
19719,4.6,44231,15.6,0.0,0.0,0.0,31.5,10894,930.91,21.2,6.0,23.0,21.5,50.8,96.0,0.8,0.4,10.5,0,0,215,122,0,0,1610,153,0,89,459,0,0,0,0,2163
455746,12.9,67766,12.4,0.0,2.1,9.7,25.9,12748,1041.74,437.5,6.8,26.8,12.0,50.5,89.6,4.9,2.7,22.5,0,0,3329,5040,0,0,24150,7540,0,3574,13398,0,0,0,0,43797
21904,28.3,51181,15.4,0.0,0.0,26.0,0.0,10995,899.69,24.3,9.5,31.3,10.2,47.9,85.5,3.0,8.6,52.8,0,0,140,81,0,0,593,149,0,40,267,0,0,0,0,1282
12934,4.3,37849,20.6,7.4,0.0,0.0,36.9,5402,251.99,51.3,6.3,22.9,21.0,52.0,73.1,23.0,0.5,9.1,0,0,100,144,0,0,508,461,0,26,182,0,0,0,0,695
1210,2.5,35845,25.5,0.0,0.0,0.0,0.0,4085,989.56,1.2,3.7,19.9,28.4,48.4,95.1,2.1,0.9,16.5,0,0,8,6,0,0,137,13,0,9,42,0,0,0,0,239
64524,9.2,36777,25.7,8.1,0.0,3.4,19.1,11048,946.54,68.2,7.2,23.5,13.1,52.3,77.3,18.3,1.7,18.5,0,0,481,827,0,0,2311,1597,0,325,1298,0,0,0,0,5229
47735,11.3,40795,21.1,3.1,0.8,0.0,32.2,9664,1009.63,47.3,7.3,26.2,16.2,50.5,81.5,14.0,0.8,25.6,0,0,358,333,0,0,2407,955,0,208,1009,0,0,0,0,3372
14445,2.3,37246,16.1,0.0,0.0,0.0,0.0,3704,933.68,15.5,5.6,21.7,17.7,48.4,76.9,20.1,0.7,3.6,0,0,68,529,0,0,692,605,0,20,107,0,0,0,0,863
15216,4.5,36806,18.5,0.0,0.0,0.0,0.0,12325,912.0,16.7,6.6,25.8,16.9,49.7,91.6,5.2,0.7,36.0,0,0,166,122,0,0,826,270,0,97,412,0,0,0,0,1361
340223,7.7,47057,18.4,2.4,1.9,35.0,25.3,13529,838.48,405.8,6.8,25.3,13.0,50.7,91.2,4.4,2.0,62.4,0,0,1034,6172,0,0,8475,15662,0,1504,5070,0,0,0,0,11072
10223,21.8,49964,17.3,0.0,0.0,0.0,0.0,10288,917.63,11.1,8.9,31.5,10.3,49.1,95.4,1.0,0.8,51.5,0,0,105,29,0,0,429,35,0,37,238,0,0,0,0,928
2052,3.5,48929,14.2,0.0,0.0,0.0,0.0,8118,1500.53,1.4,4.0,28.1,13.9,48.9,92.3,3.6,1.2,14.6,0,0,46,4,0,0,119,11,0,16,59,0,0,0,0,317
81837,2.2,49507,14.4,6.1,0.0,0.0,26.8,10328,333.67,245.3,6.7,24.7,15.1,50.5,87.8,8.8,1.1,6.9,0,0,451,816,0,0,5135,1852,0,321,1407,0,0,0,0,7478
28111,6.2,41670,18.5,0.0,0.0,0.0,0.0,9972,951.79,29.5,6.6,24.2,18.2,50.9,94.2,2.5,0.7,19.8,0,0,304,230,0,0,1935,361,0,135,674,0,0,0,0,2813
23796,4.1,52453,12.7,0.0,0.0,0.0,26.8,9638,801.75,29.7,6.4,24.2,16.9,50.5,81.0,16.0,0.5,9.1,0,0,230,130,0,0,1656,559,0,103,435,0,0,0,0,2756
116927,4.1,64515,10.9,0.0,0.0,4.5,24.0,13971,903.48,129.4,5.7,24.4,14.8,50.0,95.1,1.7,0.7,11.4,0,0,1266,1474,0,0,7944,1800,0,597,3495,0,0,0,0,12883
10269,17.7,44943,21.3,0.0,0.0,0.0,0.0,4199,880.78,11.7,8.2,29.1,12.7,48.3,94.4,1.7,0.5,62.1,0,0,89,26,0,0,218,82,0,24,145,0,0,0,0,728
15507,14.3,47019,16.7,0.0,0.0,0.0,15.0,9730,4763.85,3.3,7.6,24.5,12.4,43.3,92.2,4.4,1.2,67.6,0,0,71,488,0,0,378,816,0,13,169,0,0,0,0,580
45413,6.4,37855,20.2,0.0,0.0,0.0,28.3,9587,1057.09,43.0,5.6,20.5,19.9,46.4,84.1,11.4,0.7,14.4,0,0,362,322,0,0,2756,859,0,188,844,0,0,0,0,3272
121073,13.9,37951,23.1,0.0,0.0,17.0,28.0,20620,908.37,133.3,8.3,27.6,11.6,48.7,81.1,10.6,4.8,37.4,0,0,696,1091,0,0,2764,1490,0,354,1502,0,0,0,0,5400
7818,30.9,29634,24.8,0.0,0.0,0.0,0.0,5616,3855.24,2.0,7.1,26.0,21.0,50.1,94.3,1.5,1.6,82.7,0,0,8,447,0,0,32,776,0,1,18,0,0,0,0,38
10914,4.1,44478,13.6,0.0,0.0,0.0,0.0,8372,229.45,47.6,5.0,20.2,23.6,50.0,93.6,2.9,0.8,8.2,0,0,62,89,0,0,728,173,0,42,245,0,0,0,0,1105
120725,4.4,58529,10.3,0.0,0.0,5.6,26.7,12995,911.54,132.4,6.6,24.3,13.6,50.8,92.5,3.2,1.7,19.5,0,0,1612,1479,0,0,5389,1586,0,789,3677,0,0,0,0,12593
3367,22.4,61250,9.5,0.0,0.0,0.0,0.0,7936,1175.3,2.9,8.4,30.3,10.3,47.7,92.1,3.9,0.7,65.9,0,0,35,7,0,0,192,12,0,15,107,0,0,0,0,360
3309,2.7,33885,20.2,0.0,0.0,0.0,0.0,3128,699.2,4.7,5.2,17.3,28.5,50.6,94.7,0.9,0.3,26.7,0,0,67,23,0,0,484,28,0,32,183,0,0,0,0,562
12860,3.0,31712,16.1,0.0,0.0,0.0,0.0,4687,1036.58,12.4,5.2,20.2,22.8,51.7,79.0,17.4,0.3,7.2,0,0,118,87,0,0,933,377,0,33,207,0,0,0,0,1048
13783,17.2,40571,21.9,0.0,0.0,44.8,18.0,10197,2635.38,5.2,6.0,22.5,12.0,39.9,91.6,5.5,1.1,74.4,0,0,16,563,0,0,36,1128,0,3,16,0,0,0,0,51
7383,3.8,44548,16.2,0.0,0.0,0.0,0.0,8465,770.44,9.6,6.0,23.1,20.7,50.5,90.0,6.7,0.8,49.8,0,0,34,253,0,0,329,549,0,15,113,0,0,0,0,438
929,1.4,67321,3.0,0.0,0.0,0.0,0.0,0,924.06,1.0,4.2,24.7,18.6,50.8,96.6,0.5,0.2,10.9,0,0,14,2,0,0,115,3,0,10,33,0,0,0,0,196
16622,5.4,40601,20.7,0.0,0.0,0.0,29.7,7285,855.68,19.4,6.7,24.4,18.5,50.5,76.0,20.6,0.8,19.7,0,0,134,289,0,0,743,893,0,68,227,0,0,0,0,1397
78337,9.5,86119,5.9,3.8,0.0,5.9,29.8,12797,127.04,616.7,6.1,27.7,11.8,51.0,88.4,6.1,2.8,17.0,0,0,671,1038,0,0,4766,1722,0,768,3229,0,0,0,0,7202
10501,5.5,37667,21.9,0.0,0.0,0.0,0.0,12439,1050.95,10.0,5.5,24.0,20.6,50.0,93.8,2.6,0.7,33.9,0,0,144,55,0,0,722,80,0,58,243,0,0,0,0,1132
53330,6.4,45752,17.8,0.0,0.0,0.0,0.0,7313,924.03,57.7,6.5,23.2,15.1,47.1,78.9,17.7,0.7,16.1,0,0,459,276,0,0,2551,1114,0,225,864,0,0,0,0,4884
10834,1.7,32963,25.8,0.0,0.0,0.0,0.0,5116,491.39,22.0,4.3,18.6,28.6,50.7,89.8,7.5,0.4,4.3,0,0,97,82,0,0,1215,192,0,55,228,0,0,0,0,1147
8865,1.7,28390,26.4,0.0,0.0,0.0,0.0,8070,530.66,16.7,6.0,20.4,25.3,51.3,74.7,22.8,0.5,7.4,0,0,57,62,0,0,803,366,0,30,138,0,0,0,0,916
26384,3.2,46107,20.1,0.0,0.0,0.0,0.0,2207,569.24,46.3,5.5,22.4,20.0,49.6,86.2,10.3,0.5,12.7,0,0,163,193,0,0,1586,561,0,87,376,0,0,0,0,2333
64804,4.8,50657,17.0,0.0,0.0,27.2,27.6,9101,693.45,93.5,7.1,27.3,14.2,49.8,94.2,2.2,1.1,56.0,0,0,235,849,0,0,2242,2633,0,257,1027,0,0,0,0,3047
6131,7.4,37743,15.2,0.0,0.0,0.0,0.0,10246,1135.3,5.4,5.8,20.8,22.8,47.7,94.4,2.5,0.3,29.1,0,0,70,27,0,0,430,58,0,35,139,0,0,0,0,707
3461,13.0,50648,22.8,0.0,0.0,0.0,0.0,3770,1310.63,2.6,5.8,29.2,15.1,48.9,95.4,1.8,0.5,52.2,0,0,37,24,0,0,120,58,0,12,64,0,0,0,0,266
16921,6.7,47513,15.7,0.0,0.0,12.7,18.4,12443,905.44,18.7,7.5,25.5,13.7,46.0,91.4,5.1,0.8,39.3,0,0,158,85,0,0,777,154,0,74,387,0,0,0,0,1265
3378,4.7,47277,16.1,0.0,0.0,0.0,0.0,4764,914.29,3.7,5.7,23.5,18.5,51.2,95.9,1.4,0.4,11.5,0,0,53,14,0,0,363,15,0,25,97,0,0,0,0,560
25448,9.8,37081,22.1,0.0,0.0,0.0,25.6,9345,795.58,32.0,7.2,26.4,16.1,50.5,79.2,17.6,1.0,18.0,0,0,191,90,0,0,1520,346,0,97,356,0,0,0,0,2436
3034,17.8,48185,13.7,0.0,0.0,0.0,0.0,3486,923.04,3.3,7.0,27.8,14.0,47.7,95.4,1.2,0.6,42.2,0,0,23,8,0,0,123,19,0,8,58,0,0,0,0,284
209714,9.1,47432,16.7,7.2,0.0,6.9,22.2,15706,921.45,227.6,7.0,24.9,15.5,51.7,78.1,17.9,1.5,18.7,0,0,1939,1984,0,0,8205,5752,0,1310,5692,0,0,0,0,21804
8490,7.4,55269,9.3,0.0,0.0,0.0,18.0,7164,186.46,45.5,5.1,23.5,18.1,50.7,94.2,1.2,1.0,19.4,0,0,93,63,0,0,700,66,0,53,315,0,0,0,0,1206
60968,31.3,24927,39.2,0.0,1.9,73.2,26.1,7306,1223.18,49.8,10.4,33.0,11.3,51.4,98.8,0.4,0.3,95.8,0,0,5,1631,0,0,29,6918,0,2,26,0,0,0,0,61
9630,5.9,41728,18.8,0.0,0.0,0.0,0.0,8334,896.72,10.7,5.4,22.3,19.1,47.7,94.7,2.6,0.5,22.9,0,0,135,35,0,0,957,45,0,56,232,0,0,0,0,1079
1143,11.6,50543,15.1,0.0,0.0,0.0,0.0,0,923.45,1.2,5.5,26.7,16.7,47.8,94.3,1.3,0.1,38.0,0,0,33,4,0,0,112,5,0,6,64,0,0,0,0,163
1490,2.4,42429,16.6,0.0,0.0,0.0,0.0,6254,916.31,1.6,5.5,22.4,25.8,51.9,92.4,3.8,0.9,15.6,0,0,8,36,0,0,87,59,0,6,27,0,0,0,0,141
4128,9.4,53806,7.3,0.0,0.0,0.0,0.0,9762,1453.93,2.8,7.8,25.5,16.1,49.7,96.8,0.9,0.4,60.8,0,0,50,10,0,0,250,27,0,36,159,0,0,0,0,379
7854,5.5,36753,23.1,0.0,0.0,10.7,29.6,4619,890.16,8.8,6.8,25.4,18.1,47.7,88.4,8.3,0.4,42.1,0,0,85,78,0,0,230,141,0,21,97,0,0,0,0,442
1809034,15.6,56853,15.2,10.3,6.1,11.8,30.0,14582,863.61,2094.7,7.3,27.1,10.2,51.1,75.2,16.2,5.3,27.8,0,0,9945,35507,0,0,56023,67590,0,9718,43689,0,0,0,0,88867
131506,5.7,44891,17.4,0.0,0.0,0.0,22.1,16305,915.55,143.6,7.3,24.6,13.9,51.1,86.6,7.8,1.9,23.6,0,0,1351,1421,0,0,5081,1789,0,885,3810,0,0,0,0,10160
984,9.9,39479,10.0,0.0,0.0,0.0,0.0,4226,2358.03,0.4,5.8,20.1,23.0,46.8,91.8,1.9,2.4,48.9,0,0,7,64,0,0,49,67,0,1,13,0,0,0,0,42
12651,9.8,37679,14.0,0.0,0.0,0.0,20.7,11012,888.84,14.2,7.9,26.9,14.6,47.2,91.9,5.2,0.6,53.2,0,0,118,83,0,0,468,141,0,36,241,0,0,0,0,879
1641,4.3,39286,13.7,0.0,0.0,0.0,0.0,4195,912.55,1.8,4.7,21.5,25.3,51.0,96.5,1.1,0.4,11.9,0,0,32,16,0,0,129,26,0,13,51,0,0,0,0,188
32334,19.3,42939,22.0,0.0,0.0,0.0,0.0,14594,406.05,79.6,8.0,29.2,13.2,50.5,84.8,10.3,1.0,41.5,0,0,275,175,0,0,1339,475,0,114,525,0,0,0,0,1890
110224,6.9,44545,16.2,0.0,0.0,0.0,24.3,0,1521.97,72.4,6.8,23.6,14.5,50.3,90.8,4.6,1.3,38.1,0,0,1124,1234,0,0,4192,1650,0,668,2875,0,0,0,0,7231
1024266,17.8,58025,17.4,3.9,5.0,13.2,28.2,14302,990.2,1034.4,6.9,23.0,8.4,49.6,80.7,8.9,6.5,33.9,0,0,2633,73889,0,0,21469,69314,0,7239,24815,0,0,0,0,25757
14585,4.2,34555,16.1,0.0,0.0,0.0,0.0,4067,693.61,21.0,4.7,19.6,25.3,51.8,87.3,9.8,0.4,9.2,0,0,121,117,0,0,1393,333,0,67,324,0,0,0,0,1435
21766,1.8,39940,17.4,0.0,0.0,0.0,0.0,5665,924.5,23.5,5.3,19.4,20.6,45.9,86.1,11.5,0.4,7.7,0,0,145,139,0,0,1537,453,0,90,346,0,0,0,0,2032
39309,3.3,46600,15.8,0.0,0.0,0.0,0.0,5777,582.95,67.4,6.3,24.0,17.1,50.5,87.8,8.5,0.5,7.9,0,0,413,269,0,0,2426,725,0,163,727,0,0,0,0,4358
3355,12.5,51750,17.1,0.0,0.0,0.0,0.0,5618,1241.32,2.7,8.2,28.5,13.8,49.0,92.4,2.7,0.4,52.8,0,0,41,45,0,0,171,91,0,10,108,0,0,0,0,290
26405,9.7,34902,26.5,0.0,0.0,47.8,0.0,12137,1551.95,17.0,7.6,27.8,16.0,50.7,96.0,1.2,0.7,70.2,0,0,133,762,0,0,672,1740,0,42,304,0,0,0,0,1027
48879,23.3,40450,22.1,0.0,0.0,61.5,0.0,11036,3144.75,15.5,8.3,28.9,13.8,49.2,95.2,2.0,0.8,80.4,0,0,134,768,0,0,798,1777,0,73,545,0,0,0,0,916
52579,4.4,43439,16.4,0.0,0.0,0.0,24.8,7915,842.56,62.4,5.6,23.5,19.8,50.9,93.8,3.1,0.5,10.2,0,0,556,377,0,0,3504,722,0,240,1205,0,0,0,0,5954
86793,5.6,50364,16.9,0.0,3.5,22.1,23.2,16648,882.14,98.4,7.2,25.8,14.6,50.9,89.4,6.9,1.4,45.3,0,0,452,1118,0,0,3427,2205,0,349,1773,0,0,0,0,5750
67861,7.3,37617,26.0,0.0,0.0,7.5,29.0,9835,784.17,86.5,4.2,15.6,11.4,41.2,73.4,23.1,1.2,17.8,0,0,429,788,0,0,2467,1290,0,259,1201,0,0,0,0,3892
43205,12.9,50097,20.4,5.6,0.0,0.0,22.8,16554,513.43,84.1,6.3,24.0,11.5,50.2,70.5,25.6,0.8,29.8,0,0,190,557,0,0,1675,1221,0,95,542,0,0,0,0,3391
10658,7.3,42568,20.4,0.0,0.0,0.0,0.0,9327,835.6,12.8,8.0,28.0,14.1,50.3,90.8,4.9,0.7,51.5,0,0,79,147,0,0,383,306,0,26,166,0,0,0,0,742
33718,6.9,44858,14.9,0.0,0.0,4.2,29.9,15900,603.95,55.8,5.9,21.6,19.8,50.7,78.5,18.0,1.8,15.1,0,0,327,275,0,0,1566,781,0,195,943,0,0,0,0,3534
250304,27.6,39449,31.4,0.0,2.1,69.4,25.8,12621,3361.48,74.5,10.0,34.0,8.7,51.2,97.6,0.7,0.7,95.2,0,0,108,6177,0,0,1427,18559,0,61,1163,0,0,0,0,1155
41280,8.4,40411,18.8,0.0,0.0,0.0,30.1,11439,1086.15,38.0,6.7,25.9,15.8,50.7,83.6,14.1,0.6,39.7,0,0,217,223,0,0,1959,960,0,154,816,0,0,0,0,3229
5410,11.2,51766,14.3,0.0,0.0,0.0,0.0,9676,914.52,5.9,6.9,26.4,17.2,48.9,93.2,2.8,0.7,27.3,0,0,101,23,0,0,526,37,0,44,141,0,0,0,0,781
131500,6.8,45086,15.6,0.0,3.1,6.7,26.1,13382,627.78,209.5,6.6,22.8,13.8,48.4,83.0,10.9,2.2,18.3,0,0,924,1544,0,0,4183,1958,0,498,2659,0,0,0,0,7008
13535,4.3,41658,20.7,0.0,3.2,0.0,0.0,12382,970.84,13.9,6.7,23.6,16.9,51.0,86.6,8.7,1.0,28.7,0,0,171,75,0,0,729,136,0,78,332,0,0,0,0,923
22134,15.7,25886,40.0,0.0,0.0,56.8,30.0,6040,590.55,37.5,6.5,25.3,12.6,45.4,95.3,2.7,0.8,87.7,0,0,8,657,0,0,121,2072,0,6,67,0,0,0,0,122
422679,10.9,71803,7.0,4.0,5.9,10.8,30.5,26573,1118.3,378.0,6.8,27.1,10.9,50.9,83.6,6.8,6.0,23.9,0,0,2760,14501,0,0,17318,16374,0,3809,14716,0,0,0,0,23880
42918,4.6,64571,11.5,0.0,0.0,22.6,0.0,4609,803.73,53.4,5.7,24.8,14.9,49.9,95.4,1.7,0.5,38.6,0,0,311,481,0,0,2385,1280,0,159,999,0,0,0,0,4273
7110,12.8,48992,12.8,0.0,0.0,0.0,0.0,6169,841.11,8.5,8.1,30.4,10.9,48.7,93.7,3.0,0.6,58.2,0,0,73,11,0,0,403,30,0,9,167,0,0,0,0,474
59127,6.3,56005,10.8,0.0,2.4,5.1,23.4,9819,904.42,65.4,6.5,25.1,14.4,49.6,95.3,1.6,0.5,18.4,0,0,493,557,0,0,3486,750,0,192,1146,0,0,0,0,5513
41964,3.5,43649,14.6,0.0,0.0,0.0,25.3,9072,645.23,65.0,4.9,19.7,26.5,50.6,91.9,5.0,0.6,9.6,0,0,451,284,0,0,3372,660,0,275,1246,0,0,0,0,5235
7879,22.7,49340,11.7,0.0,0.0,0.0,0.0,4976,799.71,9.9,9.5,32.3,11.9,50.6,95.0,1.6,0.5,63.1,0,0,121,10,0,0,402,9,0,24,223,0,0,0,0,685
18550,5.7,44429,16.0,0.0,0.0,0.0,17.0,10447,914.47,20.3,6.7,24.0,19.4,50.6,95.0,1.6,0.6,17.9,0,0,210,131,0,0,1254,198,0,120,516,0,0,0,0,1945
14018,24.5,31109,34.7,0.0,0.0,65.7,26.9,4586,998.41,14.0,10.1,33.4,11.6,49.6,98.7,0.4,0.2,93.9,0,0,4,685,0,0,34,1969,0,0,11,0,0,0,0,32
11677,11.2,25625,35.0,0.0,0.0,75.3,34.8,2860,1297.41,9.0,8.9,30.6,12.5,49.9,96.6,1.3,0.2,93.0,0,0,0,373,0,0,0,1557,0,0,0,0,0,0,0,0
6629,6.8,46660,14.1,0.0,0.0,0.0,0.0,14776,2589.88,2.6,8.2,32.3,13.7,48.7,94.2,0.4,1.3,10.9,0,0,0,0,0,0,87,0,0,47,0,0,0,0,0,229
49975,3.1,57292,8.8,0.0,1.4,1.4,20.7,9348,5745.55,8.7,8.6,32.8,12.2,49.4,95.2,0.5,1.0,9.1,0,0,0,281,0,0,520,90,0,638,0,0,0,0,0,3314
112656,6.9,49506,16.6,0.0,1.0,2.6,22.2,10079,1164.81,96.7,9.3,31.1,8.6,50.1,93.2,0.8,2.6,10.5,0,0,0,2906,0,0,1049,630,0,1892,0,0,0,0,0,7172
21403,2.9,44724,15.1,0.0,0.0,0.0,0.0,15197,1478.49,14.5,7.7,26.9,15.3,50.3,95.0,0.8,0.7,13.1,0,0,0,235,0,0,293,128,0,90,0,0,0,0,0,595
1059,1.8,46917,8.6,0.0,0.0,0.0,0.0,0,696.98,1.5,5.2,23.0,21.2,44.1,96.0,0.4,0.5,4.2,0,0,0,13,0,0,33,1,0,25,0,0,0,0,0,36
306479,4.7,69707,7.9,0.4,1.4,2.7,25.4,11177,298.78,1025.8,8.9,33.3,9.1,49.6,92.7,1.4,2.0,9.1,0,0,0,3563,0,0,2902,747,0,5214,0,0,0,0,0,17528
18607,3.0,57683,8.9,0.0,0.0,0.0,0.0,13340,3240.95,5.7,10.4,34.3,10.9,48.9,91.6,0.6,0.5,8.1,0,0,0,87,0,0,324,37,0,90,0,0,0,0,0,1342
10976,2.1,52763,10.0,0.0,0.0,0.0,0.0,12435,4462.31,2.5,7.6,31.0,14.6,49.2,97.0,0.5,0.5,6.3,0,0,0,66,0,0,161,26,0,88,0,0,0,0,0,455
5172,3.2,45357,11.5,0.0,0.0,0.0,0.0,5094,5175.12,1.0,6.1,25.3,19.0,47.8,94.5,0.5,1.1,5.6,0,0,0,73,0,0,89,23,0,40,0,0,0,0,0,247
9225,4.7,45888,13.7,0.0,2.9,0.0,24.4,16973,3671.54,2.5,6.9,22.7,15.9,50.1,91.7,0.7,1.0,10.0,0,0,0,636,0,0,127,161,0,30,0,0,0,0,0,180
46163,3.3,42369,20.9,0.0,0.0,0.0,20.5,15067,3296.68,14.0,8.4,29.2,11.4,50.0,93.4,0.7,1.0,8.3,0,0,0,639,0,0,720,142,0,485,0,0,0,0,0,2287
10246,1.2,55247,14.7,0.0,0.0,0.0,16.7,11743,3392.28,3.0,8.9,35.1,11.7,48.9,96.4,0.4,0.4,4.7,0,0,0,55,0,0,118,16,0,78,0,0,0,0,0,647
7125,2.8,48540,7.8,0.0,0.0,0.0,15.4,11098,3990.23,1.8,5.8,22.9,21.5,50.0,95.8,0.4,0.5,4.5,0,0,0,186,0,0,137,50,0,64,0,0,0,0,0,371
12503,8.0,49238,13.3,0.0,0.0,0.0,0.0,10521,6572.43,1.9,8.2,31.4,16.1,49.0,95.0,0.5,0.9,12.8,0,0,0,11,0,0,199,9,0,113,0,0,0,0,0,771
9469,1.8,80337,4.0,0.0,0.0,0.0,0.0,5058,609.2,15.5,8.4,35.4,11.3,49.1,97.6,0.3,0.7,2.7,0,0,0,104,0,0,175,39,0,134,0,0,0,0,0,839
1556,1.8,38500,25.4,0.0,0.0,0.0,0.0,0,757.79,2.1,3.6,25.7,24.7,48.5,97.0,0.2,0.5,7.7,0,0,0,0,0,0,70,0,0,12,0,0,0,0,0,86
2264,0.5,50000,7.0,0.0,0.0,0.0,0.0,5601,1028.78,2.2,7.0,29.7,17.7,48.7,97.6,0.3,0.3,4.6,0,0,0,0,0,0,31,0,0,23,0,0,0,0,0,198
1029655,12.1,60555,12.7,0.6,2.9,4.7,25.6,16718,742.28,1387.1,8.1,28.3,9.6,49.8,88.5,2.0,3.9,17.8,0,0,0,35610,0,0,6542,9431,0,9017,0,0,0,0,0,31164
14746,2.1,40492,27.1,0.0,0.0,0.0,31.6,3102,7819.99,1.9,8.1,32.2,11.9,50.2,50.0,0.4,0.7,5.1,0,0,0,81,0,0,84,44,0,76,0,0,0,0,0,407
27822,4.8,48369,15.7,0.0,0.0,0.0,0.0,8016,1590.15,17.5,6.5,27.6,12.8,47.7,94.3,1.0,0.8,9.7,0,0,0,264,0,0,347,44,0,230,0,0,0,0,0,1282
20802,2.4,46229,15.4,0.0,0.0,0.0,23.6,16494,1910.58,10.9,7.0,30.2,15.7,49.1,96.5,0.3,0.4,4.9,0,0,0,85,0,0,374,34,0,189,0,0,0,0,0,1010
36324,10.6,83336,8.5,0.0,0.0,2.6,25.3,18614,1871.71,19.4,6.0,26.2,9.8,48.9,95.4,0.7,1.7,11.6,0,0,0,1645,0,0,459,751,0,411,0,0,0,0,0,672
58218,3.7,61412,8.7,0.0,0.0,0.0,38.3,9204,6941.35,8.4,8.5,34.5,8.6,49.5,94.3,0.9,0.8,11.8,0,0,0,986,0,0,518,240,0,479,0,0,0,0,0,2412
32588,3.7,62067,11.6,0.0,0.0,2.1,27.6,15958,4479.69,7.3,9.8,33.8,9.1,49.1,88.4,0.6,0.5,8.0,0,0,0,135,0,0,575,39,0,184,0,0,0,0,0,2144
516564,7.2,60196,14.0,0.5,1.1,3.5,24.2,11254,2003.45,257.8,10.2,34.9,7.2,49.6,93.5,0.7,1.6,11.2,0,0,0,6071,0,0,3713,1011,0,6236,0,0,0,0,0,30637
23530,10.2,65050,9.5,0.0,0.0,5.1,19.1,11197,1175.5,20.0,7.9,32.9,9.4,48.6,95.8,0.5,1.2,12.9,0,0,0,557,0,0,386,170,0,461,0,0,0,0,0,1529
138115,5.9,49279,15.3,0.0,0.8,2.5,21.3,15781,2426.36,56.9,7.3,28.3,19.6,50.5,93.7,0.8,0.9,10.0,0,0,0,1509,0,0,3090,660,0,1634,0,0,0,0,0,7801
2778,2.4,41458,18.2,0.0,0.0,0.0,0.0,11197,2460.68,1.1,6.1,27.1,18.8,49.2,96.2,0.1,0.8,4.8,0,0,0,70,0,0,46,30,0,28,0,0,0,0,0,154
231236,7.1,54974,12.8,0.9,0.0,4.8,26.7,12715,576.08,401.4,8.0,29.2,11.1,49.8,92.9,1.6,1.5,17.7,0,0,0,5465,0,0,1695,1113,0,1765,0,0,0,0,0,7058
33164,7.0,39328,20.5,6.0,0.0,0.0,23.1,7749,449.5,73.8,6.0,20.9,21.3,51.3,68.8,28.1,0.7,8.9,0,0,411,682,0,0,2068,1789,0,210,905,0,0,0,0,685
98970,9.8,67725,10.2,5.8,3.1,1.7,28.3,18213,720.7,137.3,5.5,21.0,16.5,52.2,82.3,9.9,4.9,5.7,0,0,665,6838,0,0,3661,8284,0,2306,5518,0,0,0,0,2540
16250,1.4,44848,12.6,0.0,0.0,0.0,41.4,7491,445.46,36.5,4.3,19.1,24.3,50.8,92.9,4.8,0.5,1.4,0,0,131,246,0,0,742,433,0,68,379,0,0,0,0,244
12690,1.2,52885,8.3,0.0,0.0,0.0,0.0,5368,355.27,35.7,5.3,21.1,18.2,51.3,74.8,21.9,1.1,3.1,0,0,142,179,0,0,1055,671,0,56,456,0,0,0,0,470
32353,1.8,44945,11.4,5.3,0.0,0.0,19.4,9702,473.93,68.3,5.0,19.8,18.9,52.2,77.3,19.1,0.5,2.2,0,0,427,546,0,0,1777,1044,0,152,875,0,0,0,0,1202
14973,0.9,50167,17.7,0.0,0.0,0.0,29.2,7551,333.49,44.9,6.1,21.9,19.1,51.5,77.6,19.9,0.4,1.2,0,0,207,215,0,0,1033,448,0,82,436,0,0,0,0,625
207627,23.0,103208,8.0,6.0,9.5,8.0,32.0,12176,25.97,7993.6,6.2,17.2,9.3,49.9,76.6,9.1,10.3,15.7,0,0,381,12541,0,0,3698,25561,0,4971,10944,0,0,0,0,1734
73750,1.9,52027,9.5,0.0,0.0,0.0,22.8,8890,967.0,76.3,4.3,19.7,19.4,49.4,93.7,4.2,0.6,2.5,0,0,1080,1754,0,0,5117,1639,0,807,3406,0,0,0,0,3159
4731,3.8,51365,16.4,0.0,0.0,0.0,0.0,4498,529.16,8.9,3.8,16.0,25.0,49.3,93.5,5.0,0.4,1.8,0,0,51,86,0,0,296,148,0,35,147,0,0,0,0,60
